Jenis Kelamin,Umur_Group,Wilayah,Tanggapan_Final,Dimensi_Utama,Sub_Dimensi,Sentimen
Perempuan,15-17 tahun,Tapteng,tidak rasa apaapa bagi pinggang perut,2. Kesehatan,2.2.5 Penyakit pencernaan,Netral
Perempuan,15-17 tahun,Tapteng,laku air susah saya selalu angkat air air minum saya sering tulis tangan kerja kerja lama bersihbersih,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,laku air susah saya selalu angkat air air minum saya sering tulis tangan kerja kerja lama bersihbersih,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,15-17 tahun,Tapteng,laku air susah saya selalu angkat air air minum saya sering tulis tangan kerja kerja lama bersihbersih,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,2. Kesehatan,6.1.4.1 Kebutuhan sandang,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpurkotoran bekas bencana kemarin lama hari,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpurkotoran bekas bencana kemarin lama hari,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpurkotoran bekas bencana kemarin lama hari,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,2.2.3 Paparan lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,3.3.4 Kesedihan empatik,Negatif
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,15-17 tahun,Tapteng,bersih lumpur sekolah menimbah air sumur,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur sekolah menimbah air sumur,1. Pendidikan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur sekolah menimbah air sumur,1. Pendidikan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur sekolah menimbah air sumur,1. Pendidikan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,guna peralatanperalatan sih lumpur,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,4. Kesejahteraan Sosial,4.3.1 Akses bantuan,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,4. Kesejahteraan Sosial,5.3.1 Solidaritas,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur angkat kayu bawa arus banjir,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur angkat kayu bawa arus banjir,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,bersih lumpur angkat kayu bawa arus banjir,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,tangan pegang banjir lumpur becek bersih rumah,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,tangan pegang banjir lumpur becek bersih rumah,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,tangan pegang banjir lumpur becek bersih rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,tangan pegang banjir lumpur becek bersih rumah,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,2.2.2 Kelelahan fisik,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,3.6.1 Ruang aman,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,5.1.1 Sampah,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,giat tangan sering laku bersih diri sendiri ada paksa,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,giat tangan sering laku bersih diri sendiri ada paksa,4. Kesejahteraan Sosial,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,aktivitas laku ada banjir beli butuh pasar ambil air dekat gunung ambil minyak di pom bensin,Lainnya,1.1.2 Kerusakan perlengkapan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,6.2.1 Infrastruktur publik,Netral
Perempuan,15-17 tahun,Tapteng,kaki capek letih tunggu antri bagi beras bulog gudang tempat pondok batu,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,kaki capek letih tunggu antri bagi beras bulog gudang tempat pondok batu,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,2. Kesehatan,6.2.1 Infrastruktur publik,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa capek antri beras bulog pondok batu,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,kaki asa capek antri beras bulog pondok batu,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,15-17 tahun,Tapteng,pergi rumah nenek ungsi saat banjir,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,kaki rasa capek memndahkan barangbarang tidak nak banjir kaki capek nunggu bensin susah cari di dapat,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa capek karna cuman jalan,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Perempuan,15-17 tahun,Tapteng,rasa capek karna cuman jalan,2. Kesehatan,6.2.1 Infrastruktur publik,Negatif
Perempuan,15-17 tahun,Tapteng,langkah kaki sarudik tumpang mobil orang lebih cepat sedikit beras lanjut hidup itu kebun ikut tetangga tani lihat durian agar ada makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,15-17 tahun,Tapteng,langkah kaki sarudik tumpang mobil orang lebih cepat sedikit beras lanjut hidup itu kebun ikut tetangga tani lihat durian agar ada makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,langkah kaki sarudik tumpang mobil orang lebih cepat sedikit beras lanjut hidup itu kebun ikut tetangga tani lihat durian agar ada makan,2. Kesehatan,4.1.2.1 Kehilangan penghidupan,Netral
Perempuan,15-17 tahun,Tapteng,seko ajar bawa air rumah ambil,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,15-17 tahun,Tapteng,banjir jalan kaki cari jaring hubung keluarga saya harus jalan kaki sibolga ambil beras harga beras sangat mahal,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Netral
Perempuan,15-17 tahun,Tapteng,banjir jalan kaki cari jaring hubung keluarga saya harus jalan kaki sibolga ambil beras harga beras sangat mahal,3. Perlindungan Anak,4.3.2 Bantuan pangan,Netral
Perempuan,15-17 tahun,Tapteng,banjir jalan kaki cari jaring hubung keluarga saya harus jalan kaki sibolga ambil beras harga beras sangat mahal,3. Perlindungan Anak,6.2.1 Infrastruktur publik,Netral
Perempuan,15-17 tahun,Tapteng,pergi sekolah ajar juga sering pergi angkat air tuju dapat air bersih,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,15-17 tahun,Tapteng,pergi sekolah ajar juga sering pergi angkat air tuju dapat air bersih,1. Pendidikan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,15-17 tahun,Tapteng,pergi sekolah ajar juga sering pergi angkat air tuju dapat air bersih,1. Pendidikan,5.2.2 Menjaga lingkungan,Netral
Perempuan,15-17 tahun,Tapteng,laku kativitas keliling ada dan melihatlihat,Lainnya,1.1.2 Kerusakan perlengkapan,Netral
Laki laki,15-17 tahun,Tapteng,cara mulai nol,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,takut jadi ulang,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,15-17 tahun,Tapteng,rumah hancur sekarang pikir,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,15-17 tahun,Tapteng,saya pikir masa bencana tahun lalu gimana ada rumah di kampung entah layak tempat tidak informasi perintah kampung dalam zona merah gimana ekonomi depan,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,15-17 tahun,Tapteng,dulu waktu banjir air mudah dapat sekarang sulit,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,kerja orangtua makin sulit dapat susah,Lainnya,Lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,ekonomi susah,Lainnya,Lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,15-17 tahun,Tapteng,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,1.2.2 Pelibatan pembersihan,Netral
Laki laki,15-17 tahun,Tapteng,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,4.1.1.2 Kerusakan rumah,Netral
Laki laki,15-17 tahun,Tapteng,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,5.2.2 Menjaga lingkungan,Netral
Laki laki,15-17 tahun,Tapteng,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,6.2.2 Hunian keluarga,Netral
Laki laki,15-17 tahun,Tapteng,ubah hidup banjir dulunya pulang sekolah langsung rumah sekarang ungsi posko,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,15-17 tahun,Tapteng,ubah hidup banjir dulunya pulang sekolah langsung rumah sekarang ungsi posko,1. Pendidikan,3.6.1 Ruang aman,Netral
Laki laki,15-17 tahun,Tapteng,ubah hidup banjir dulunya pulang sekolah langsung rumah sekarang ungsi posko,1. Pendidikan,4.1.1.2 Kerusakan rumah,Netral
Laki laki,15-17 tahun,Tapteng,ubah hidup banjir dulunya pulang sekolah langsung rumah sekarang ungsi posko,1. Pendidikan,6.2.2 Hunian keluarga,Netral
Laki laki,15-17 tahun,Tapteng,kabarkabar orang kena bencana yang kata lebih parah yang daerah sini,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,sering dengar orangtua ngomong bencana cari mata cahari jadi sulit,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,rajin ajar,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,sulit cari air sulit cari uang,4. Kesejahteraan Sosial,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,punya tempat tinggal,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,ingin ngomong orang percaya,6. Harapan Anak,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,mau cerita kalau semenjak banjir masalah jadi makin banyak,6. Harapan Anak,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,mau ketemu kakak saudara lain ingin cerita gimana ada lama bencana,6. Harapan Anak,3.4.1 Kehilangan keluarga,Netral
Laki laki,15-17 tahun,Tapteng,perintah telah sedia tempat sementara tenda sedia makan minum,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,15-17 tahun,Tapteng,perintah telah sedia tempat sementara tenda sedia makan minum,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,15-17 tahun,Tapteng,rasa senang perintah peduli kami,Lainnya,Lainnya,Positif
Laki laki,15-17 tahun,Tapteng,sama orangtua bapakibu cerita bencana banjir dan cerita semua jadi telah jadi kami,Lainnya,3.4.1 Kehilangan keluarga,Netral
Laki laki,15-17 tahun,Tapteng,indomie telur nasi konsumsi akhirakhir,Lainnya,2.2.7 Keterbatasan makanan,Netral
Laki laki,15-17 tahun,Tapteng,rasa bahu cape angkat air,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Laki laki,15-17 tahun,Tapteng,bersih rumah sendiri anak satusatunya,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Laki laki,15-17 tahun,Tapteng,bersih rumah sendiri anak satusatunya,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,15-17 tahun,Tapteng,bersih rumah sendiri anak satusatunya,4. Kesejahteraan Sosial,5.2.2 Menjaga lingkungan,Netral
Laki laki,15-17 tahun,Tapteng,badan sakit bentur kayu bawa banjir tidur hari jadi banjir pagi hari,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,saat berangkat rumah masa bencana besok pundak rasa pegal badan juga beban kami bawa jalan sangat jauh,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Laki laki,15-17 tahun,Tapteng,saat berangkat rumah masa bencana besok pundak rasa pegal badan juga beban kami bawa jalan sangat jauh,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Laki laki,15-17 tahun,Tapteng,saat berangkat rumah masa bencana besok pundak rasa pegal badan juga beban kami bawa jalan sangat jauh,2. Kesehatan,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,15-17 tahun,Tapteng,saat berangkat rumah masa bencana besok pundak rasa pegal badan juga beban kami bawa jalan sangat jauh,2. Kesehatan,6.2.1 Infrastruktur publik,Negatif
Laki laki,15-17 tahun,Tapteng,waktu banjir longsor rasa takut jadi sangat buruk yang tidak ingin banyak orang tinggal,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,15-17 tahun,Tapteng,bisa ketemu teman sekolah lama bulan,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,15-17 tahun,Tapteng,bisa rasa ajar normal orang,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,asa sangat bekas hilang tempat tinggal hilang barangbarang sangat istimewa beri orangtua tahun lalu,4. Kesejahteraan Sosial,Lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,rasa bahagia saya keluarga temanteman lindung tuhan saat ini dapat temu saling komunikasi saya di kampung ekonomi belum pulih,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Positif
Laki laki,15-17 tahun,Tapteng,ada rasa ganggu,Lainnya,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,terkadang perut sakit makan atur,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Laki laki,15-17 tahun,Tapteng,terkadang perut sakit makan atur,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,terkadang perut sakit makan atur,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Laki laki,15-17 tahun,Tapteng,terkadang perut sakit makan atur,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Laki laki,15-17 tahun,Tapteng,perut sering sakit makan indomie,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Laki laki,15-17 tahun,Tapteng,perut sering sakit makan indomie,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,perut sering sakit makan indomie,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Laki laki,15-17 tahun,Tapteng,perut sering sakit makan indomie,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
